RollingAvgWindow,PositiveDiffMAThreshold,NegativeDiffMAThreshold,FixedOrderQuantity,PnL
1,29.20000,-31.40000,100,1726284.68930
1,29.00000,-31.40000,100,1726261.36776
1,36.60000,-30.60000,100,1726254.05044
1,36.80000,-29.60000,100,1726250.92169
1,30.00000,-31.80000,100,1726237.95343
1,35.80000,-26.00000,100,1726225.87985
1,36.20000,-30.60000,100,1726204.25343
1,33.60000,-28.40000,100,1726195.79872
1,36.80000,-27.20000,100,1726190.45862
1,35.40000,-29.20000,100,1726171.76093
1,25.40000,-30.20000,100,1726124.73205
1,33.40000,-32.20000,100,1726115.89960
1,36.00000,-26.00000,100,1726115.22708
1,28.20000,-29.20000,100,1726109.93471
1,35.60000,-25.60000,100,1726099.40469
1,35.00000,-25.20000,100,1726094.15496
1,35.60000,-27.60000,100,1726092.27892
1,35.80000,-25.20000,100,1725972.21649
1,34.40000,-32.40000,100,1725949.95264
1,35.80000,-27.00000,100,1725932.93118
1,28.80000,-26.80000,100,1725927.90668
1,29.60000,-31.60000,100,1725926.55199
1,26.80000,-26.40000,100,1725923.95597
1,35.00000,-25.60000,100,1725904.79741
1,29.80000,-31.60000,100,1725892.59363
1,34.80000,-25.80000,100,1725869.88822
1,36.00000,-25.20000,100,1725861.56372
1,36.00000,-27.00000,100,1725822.27841
1,34.80000,-28.40000,100,1725812.30704
1,35.00000,-32.00000,100,1725800.66479
1,36.60000,-29.80000,100,1725778.57555
1,35.60000,-28.80000,100,1725775.82507
1,28.60000,-27.20000,100,1725763.46231
1,35.40000,-27.20000,100,1725727.80926
1,29.20000,-28.40000,100,1725670.61412
1,28.80000,-31.00000,100,1725668.09101
1,35.40000,-31.80000,100,1725641.51571
1,35.60000,-26.20000,100,1725639.20405
1,28.20000,-27.20000,100,1725616.52596
1,36.80000,-27.40000,100,1725538.55708
1,35.80000,-25.60000,100,1725527.07221
1,35.80000,-27.60000,100,1725519.94644
1,36.60000,-26.60000,100,1725499.60407
1,35.00000,-32.20000,100,1725490.79735
1,35.00000,-28.60000,100,1725482.83517
1,35.40000,-26.60000,100,1725467.78126
1,35.20000,-26.80000,100,1725450.03893
1,36.60000,-31.40000,100,1725435.29263
1,25.60000,-26.60000,100,1725431.56939
1,28.40000,-25.60000,100,1725430.44342
1,28.00000,-25.40000,100,1725419.31851
1,28.40000,-29.20000,100,1725418.85831
1,36.00000,-25.60000,100,1725416.41944
1,28.60000,-28.00000,100,1725415.16795
1,36.00000,-27.60000,100,1725409.29367
1,25.60000,-26.40000,100,1725407.91462
1,33.20000,-28.40000,100,1725402.93336
1,35.00000,-26.20000,100,1725385.60767
1,36.20000,-31.40000,100,1725385.49562
1,28.80000,-27.00000,100,1725353.77930
1,28.00000,-26.20000,100,1725334.30158
1,35.00000,-28.20000,100,1725308.69066
1,36.20000,-29.80000,100,1725301.12081
1,36.60000,-29.60000,100,1725252.45620
1,29.00000,-28.40000,100,1725251.87310
1,28.20000,-30.80000,100,1725240.12362
1,27.40000,-30.20000,100,1725232.86092
1,33.00000,-28.40000,100,1725225.77976
1,35.80000,-28.80000,100,1725203.49258
1,29.60000,-31.80000,100,1725200.63874
1,36.60000,-27.20000,100,1725191.99313
1,29.80000,-31.80000,100,1725166.68038
1,28.40000,-25.20000,100,1725152.58761
1,28.60000,-27.40000,100,1725111.56077
1,30.60000,-32.00000,100,1725101.80159
1,36.00000,-28.80000,100,1725092.83981
1,35.40000,-27.40000,100,1725075.90772
1,35.80000,-26.20000,100,1725066.87157
1,36.20000,-26.60000,100,1725022.14933
1,28.20000,-27.40000,100,1724964.62442
1,36.00000,-26.20000,100,1724956.21879
1,34.00000,-32.40000,100,1724941.70737
1,28.80000,-28.80000,100,1724859.04155
1,28.40000,-25.80000,100,1724837.52982
1,30.20000,-32.00000,100,1724779.57157
1,36.20000,-29.60000,100,1724775.00146
1,25.20000,-26.60000,100,1724723.17314
1,36.20000,-27.20000,100,1724714.53838
1,35.20000,-27.00000,100,1724713.17818
1,25.20000,-26.40000,100,1724699.51837
1,27.60000,-30.40000,100,1724694.04088
1,33.20000,-32.00000,100,1724687.07123
1,34.60000,-35.80000,100,1724627.83054
1,35.00000,-27.80000,100,1724627.31603
1,36.40000,-30.00000,100,1724599.08276
1,28.60000,-31.20000,100,1724567.85601
1,28.40000,-30.80000,100,1724549.04722
1,36.60000,-27.40000,100,1724540.09159
1,35.20000,-25.40000,100,1724530.83251
1,36.60000,-26.40000,100,1724522.64033
1,33.00000,-32.00000,100,1724509.91763
1,36.80000,-31.00000,100,1724494.40526
1,35.40000,-26.40000,100,1724490.81752
1,35.40000,-29.00000,100,1724469.17946
1,27.60000,-30.20000,100,1724437.65036
1,35.20000,-27.60000,100,1724425.70237
1,33.20000,-32.20000,100,1724377.20378
1,35.20000,-28.80000,100,1724351.71098
1,30.40000,-32.00000,100,1724337.84742
1,32.40000,-32.40000,100,1724333.05638
1,31.00000,-32.20000,100,1724328.15651
1,28.20000,-29.00000,100,1724308.59304
1,25.40000,-26.00000,100,1724289.52665
1,36.80000,-29.40000,100,1724281.68058
1,29.40000,-31.60000,100,1724256.18353
1,30.80000,-32.20000,100,1724231.81135
1,28.00000,-29.80000,100,1724230.18778
1,34.40000,-35.80000,100,1724216.74903
1,33.00000,-32.20000,100,1724200.05018
1,35.60000,-28.60000,100,1724190.58857
1,28.00000,-25.20000,100,1724162.71093
1,33.80000,-32.40000,100,1724162.03571
1,36.40000,-31.20000,100,1724156.03755
1,34.00000,-35.80000,100,1724142.27039
1,28.00000,-25.60000,100,1724100.41010
1,36.20000,-27.40000,100,1724062.63684
1,36.20000,-26.40000,100,1724045.18559
1,35.60000,-28.20000,100,1724016.44405
1,31.80000,-32.40000,100,1723915.11369
1,28.60000,-31.00000,100,1723912.84610
1,34.20000,-32.40000,100,1723912.68446
1,33.40000,-28.40000,100,1723912.04917
1,35.60000,-25.80000,100,1723909.82684
1,28.60000,-26.80000,100,1723902.18880
1,35.20000,-26.00000,100,1723828.25526
1,36.80000,-28.00000,100,1723801.00737
1,26.60000,-26.40000,100,1723780.09376
1,28.20000,-26.80000,100,1723755.25246
1,27.40000,-26.40000,100,1723740.63451
1,34.60000,-35.60000,100,1723732.93718
1,36.80000,-29.20000,100,1723685.69570
1,35.00000,-25.80000,100,1723656.23046
1,28.00000,-29.60000,100,1723644.17549
1,31.20000,-32.20000,100,1723642.52496
1,35.80000,-28.60000,100,1723618.25609
1,28.40000,-29.00000,100,1723617.51664
1,35.80000,-35.80000,100,1723595.57401
1,36.80000,-31.60000,100,1723589.06881
1,35.60000,-27.80000,100,1723577.53189
1,36.40000,-30.80000,100,1723575.69020
1,29.40000,-31.80000,100,1723530.27029
1,35.40000,-28.00000,100,1723520.30415
1,36.00000,-28.60000,100,1723507.60331
1,28.00000,-25.80000,100,1723507.49650
1,36.60000,-31.00000,100,1723495.93977
1,36.00000,-35.80000,100,1723484.92124
1,32.00000,-32.40000,100,1723478.03241
1,25.40000,-30.40000,100,1723470.99280
1,36.20000,-31.00000,100,1723446.14275
1,35.80000,-28.20000,100,1723444.11157
1,35.20000,-25.20000,100,1723377.79427
1,33.80000,-35.80000,100,1723362.59874
1,35.80000,-25.80000,100,1723337.49436
1,36.00000,-28.20000,100,1723333.45880
1,28.60000,-27.00000,100,1723328.06142
1,34.40000,-35.60000,100,1723321.85567
1,30.00000,-32.00000,100,1723296.56316
1,36.60000,-29.40000,100,1723283.21509
1,28.80000,-28.60000,100,1723273.80505
1,25.40000,-26.20000,100,1723273.38157
1,25.60000,-30.20000,100,1723263.91632
1,34.00000,-35.60000,100,1723247.37703
1,36.00000,-25.80000,100,1723226.84159
1,28.00000,-30.60000,100,1723217.75916
1,34.80000,-32.40000,100,1723208.63552
1,32.60000,-32.40000,100,1723193.81860
1,35.20000,-25.60000,100,1723188.43672
1,28.20000,-27.00000,100,1723181.12507
1,28.20000,-28.00000,100,1723144.16142
1,27.80000,-30.40000,100,1723129.30702
1,28.60000,-28.80000,100,1723103.79664
1,35.20000,-32.00000,100,1723084.30410
1,35.40000,-32.00000,100,1723079.14135
1,35.80000,-27.80000,100,1723005.19941
1,34.60000,-34.00000,100,1722992.08960
1,36.60000,-26.80000,100,1722986.37873
1,35.40000,-26.80000,100,1722954.55592
1,32.20000,-32.40000,100,1722918.63697
1,28.80000,-28.20000,100,1722918.13126
1,36.00000,-27.80000,100,1722894.54664
1,26.80000,-30.20000,100,1722894.50201
1,36.40000,-30.60000,100,1722876.03738
1,27.80000,-30.20000,100,1722872.91650
1,34.60000,-35.40000,100,1722860.25368
1,27.60000,-26.40000,100,1722848.18029
1,31.80000,-35.80000,100,1722830.13842
1,36.20000,-29.40000,100,1722805.76034
1,36.60000,-28.00000,100,1722802.54188
1,28.40000,-27.20000,100,1722801.37938
1,27.20000,-30.20000,100,1722800.15898
1,35.20000,-32.20000,100,1722774.43665
1,35.40000,-32.20000,100,1722769.27390
1,35.20000,-28.60000,100,1722766.47448
1,36.80000,-31.80000,100,1722756.96516
1,36.80000,-26.60000,100,1722753.61098
1,35.80000,-35.60000,100,1722700.68065
1,26.80000,-26.60000,100,1722696.76327
1,36.60000,-29.20000,100,1722687.23021
1,35.20000,-26.20000,100,1722669.24698
1,27.00000,-30.20000,100,1722666.63700
1,26.60000,-30.20000,100,1722615.63778
1,35.20000,-28.20000,100,1722592.32996
1,36.60000,-31.60000,100,1722590.60331
1,36.00000,-35.60000,100,1722590.02788
1,35.60000,-35.80000,100,1722582.46990
1,25.20000,-30.20000,100,1722555.52007
1,36.20000,-31.60000,100,1722540.80630
1,28.80000,-27.60000,100,1722518.14032
1,36.20000,-26.80000,100,1722508.92399
1,34.40000,-34.00000,100,1722491.33399
1,33.80000,-35.60000,100,1722467.70537
1,35.00000,-28.40000,100,1722467.56557
1,28.40000,-28.00000,100,1722453.08502
1,34.40000,-35.40000,100,1722449.17217
1,32.40000,-35.80000,100,1722439.81380
1,34.00000,-34.00000,100,1722416.85535
1,36.40000,-29.80000,100,1722400.56249
1,32.00000,-35.80000,100,1722393.05715
1,34.00000,-35.40000,100,1722374.69353
1,36.20000,-28.00000,100,1722325.08714
1,31.80000,-34.00000,100,1722300.61719
1,28.20000,-31.20000,100,1722296.84948
1,29.60000,-32.00000,100,1722259.24848
1,28.80000,-27.80000,100,1722251.44242
1,35.40000,-25.40000,100,1722232.14714
1,29.80000,-32.00000,100,1722225.29012
1,36.20000,-29.20000,100,1722209.77547
1,27.80000,-26.40000,100,1722198.08297
1,34.20000,-35.80000,100,1722179.48085
1,34.60000,-32.80000,100,1722160.73212
1,28.40000,-27.40000,100,1722149.47784
1,36.40000,-26.60000,100,1722121.59101
1,28.00000,-29.40000,100,1722112.06468
1,36.40000,-31.40000,100,1722057.27957
1,36.80000,-29.00000,100,1721983.11423
1,26.80000,-26.00000,100,1721978.42927
1,31.80000,-35.60000,100,1721935.24506
1,35.20000,-27.80000,100,1721910.95534
1,32.40000,-34.00000,100,1721910.29257
1,26.40000,-26.40000,100,1721898.09371
1,36.40000,-29.60000,100,1721874.44314
1,25.40000,-27.20000,100,1721870.60516
1,32.00000,-34.00000,100,1721863.53591
1,32.20000,-35.80000,100,1721833.66171
1,35.80000,-35.40000,100,1721827.99715
1,36.40000,-27.20000,100,1721813.98006
1,36.20000,-25.40000,100,1721786.51521
1,36.80000,-26.40000,100,1721776.64724
1,36.60000,-31.80000,100,1721758.49967
1,36.60000,-25.40000,100,1721739.67725
1,36.00000,-35.40000,100,1721717.34438
1,36.20000,-31.80000,100,1721708.70265
1,35.60000,-35.60000,100,1721687.57653
1,25.00000,-26.60000,100,1721659.99440
1,34.40000,-32.80000,100,1721659.97651
1,28.20000,-31.00000,100,1721641.83957
1,33.80000,-34.00000,100,1721637.18369
1,25.00000,-26.40000,100,1721636.33962
1,28.40000,-31.20000,100,1721605.77308
1,33.80000,-35.40000,100,1721595.02188
1,34.00000,-32.80000,100,1721585.49787
1,32.40000,-35.60000,100,1721544.92043
1,35.80000,-34.00000,100,1721534.47783
1,28.60000,-28.60000,100,1721518.56014
1,29.20000,-31.60000,100,1721508.48158
1,36.80000,-27.00000,100,1721502.47294
1,32.00000,-35.60000,100,1721498.16378
1,29.00000,-31.60000,100,1721485.16004
1,36.00000,-34.00000,100,1721423.82506
1,35.40000,-26.00000,100,1721332.77225
1,34.80000,-35.80000,100,1721324.50793
1,32.20000,-34.00000,100,1721304.14048
1,32.60000,-35.80000,100,1721300.57601
1,34.20000,-35.60000,100,1721284.58749
1,28.80000,-31.40000,100,1721268.03011
1,34.60000,-35.20000,100,1721259.83768
1,25.60000,-26.00000,100,1721228.12975
1,28.00000,-29.20000,100,1721227.43670
1,25.40000,-27.40000,100,1721218.70362
1,35.60000,-28.40000,100,1721175.31896
1,28.60000,-28.20000,100,1721162.88635
1,27.20000,-26.40000,100,1721162.65079
1,36.40000,-27.40000,100,1721162.07852
1,25.40000,-25.40000,100,1721150.56596
1,36.40000,-26.40000,100,1721144.62727
1,36.80000,-27.60000,100,1721089.48820
1,35.40000,-25.20000,100,1721079.10889
1,31.80000,-35.40000,100,1721062.56156
1,35.40000,-27.00000,100,1721039.82358
1,27.00000,-26.40000,100,1721029.12881
1,36.60000,-29.00000,100,1720984.64873
1,32.40000,-32.80000,100,1720976.84689
1,28.40000,-31.00000,100,1720950.76317
1,28.40000,-26.80000,100,1720940.10587
1,35.20000,-25.80000,100,1720939.86977
1,32.20000,-35.60000,100,1720938.76834
1,36.20000,-26.00000,100,1720887.14032
1,34.40000,-35.20000,100,1720848.75618
1,36.60000,-26.00000,100,1720840.30237
1,28.20000,-28.80000,100,1720832.79011
1,34.60000,-33.00000,100,1720819.05260
1,35.60000,-35.40000,100,1720814.89303
1,35.60000,-34.00000,100,1720811.85090
1,33.80000,-32.80000,100,1720805.82621
1,29.20000,-31.80000,100,1720782.56834
1,35.80000,-32.40000,100,1720779.97063
1,34.00000,-35.20000,100,1720774.27753
1,32.60000,-34.00000,100,1720771.05478
1,29.00000,-31.80000,100,1720759.24680
1,34.60000,-33.40000,100,1720735.44543
1,28.00000,-27.20000,100,1720734.02795
1,27.40000,-30.40000,100,1720728.55168
1,26.80000,-26.20000,100,1720728.02601
1,25.20000,-26.00000,100,1720720.31467
1,32.40000,-35.40000,100,1720672.23694
1,36.00000,-32.40000,100,1720669.31786
1,26.40000,-30.20000,100,1720666.26678
1,35.40000,-25.60000,100,1720633.96461
1,36.20000,-25.20000,100,1720633.47696
1,35.40000,-27.60000,100,1720626.83884
1,32.00000,-35.40000,100,1720625.48029
1,25.40000,-25.80000,100,1720618.02547
1,28.00000,-30.80000,100,1720613.90800
1,25.60000,-30.40000,100,1720610.17707
1,35.80000,-28.40000,100,1720602.98648
1,36.80000,-28.80000,100,1720591.08821
1,29.40000,-32.00000,100,1720588.88003
1,36.60000,-25.20000,100,1720586.63901
1,31.80000,-32.80000,100,1720558.90419
1,26.60000,-26.60000,100,1720552.90107
1,31.60000,-32.40000,100,1720536.57803
1,27.40000,-26.60000,100,1720513.44182
1,36.20000,-29.00000,100,1720507.19399
1,36.60000,-27.00000,100,1720504.00745
1,28.60000,-27.60000,100,1720492.42244
1,36.00000,-28.40000,100,1720492.33371
1,34.20000,-34.00000,100,1720454.06581
1,34.80000,-35.60000,100,1720429.61456
1,34.20000,-35.40000,100,1720411.90399
1,32.60000,-35.60000,100,1720405.68265
1,28.40000,-27.00000,100,1720365.97849
1,28.20000,-27.60000,100,1720345.48609
1,35.80000,-32.80000,100,1720320.09410
1,34.40000,-33.00000,100,1720318.29699
1,35.40000,-28.80000,100,1720310.38499
1,31.40000,-32.40000,100,1720269.82543
1,28.80000,-28.40000,100,1720258.53545
1,34.00000,-33.00000,100,1720243.81835
1,36.80000,-26.80000,100,1720240.38564
1,34.40000,-33.40000,100,1720234.68982
1,35.80000,-35.20000,100,1720227.58116
1,28.60000,-27.80000,100,1720225.72454
1,26.80000,-25.40000,100,1720218.75009
1,25.60000,-26.20000,100,1720211.98467
1,36.00000,-32.80000,100,1720209.44133
1,36.80000,-32.00000,100,1720194.59080
1,36.20000,-25.60000,100,1720188.33268
1,35.40000,-26.20000,100,1720173.76397
1,34.00000,-33.40000,100,1720160.21118
1,28.40000,-28.80000,100,1720141.71371
1,36.60000,-25.60000,100,1720141.49472
1,33.60000,-32.40000,100,1720123.51868
1,32.00000,-32.80000,100,1720121.82292
1,36.40000,-31.00000,100,1720117.92670
1,36.00000,-35.20000,100,1720116.92839
1,36.60000,-27.60000,100,1720091.02271
1,28.00000,-27.40000,100,1720082.12641
1,32.20000,-35.40000,100,1720066.08485
1,34.60000,-32.60000,100,1720058.70268
1,35.60000,-32.40000,100,1720057.34370
1,36.20000,-27.00000,100,1720026.55270
1,26.80000,-30.40000,100,1719999.94225
1,33.80000,-35.20000,100,1719994.60588
1,36.40000,-29.40000,100,1719905.20202
1,25.20000,-30.40000,100,1719901.78082
1,25.40000,-25.20000,100,1719893.95838
1,32.60000,-32.80000,100,1719837.60910
1,26.60000,-26.00000,100,1719834.56707
1,25.40000,-25.60000,100,1719831.65755
1,25.40000,-28.00000,100,1719825.45934
1,26.00000,-30.20000,100,1719794.62578
1,25.40000,-26.80000,100,1719790.21291
1,35.20000,-28.40000,100,1719751.20488
1,32.40000,-33.00000,100,1719737.25557
1,36.20000,-26.20000,100,1719728.13204
1,26.60000,-30.40000,100,1719721.07801
1,25.20000,-26.20000,100,1719704.16959
1,34.80000,-34.00000,100,1719688.76699
1,36.60000,-26.20000,100,1719681.29408
1,27.40000,-30.00000,100,1719680.91884
1,32.40000,-33.40000,100,1719653.64840
1,34.20000,-32.80000,100,1719622.70833
1,27.60000,-26.60000,100,1719620.98760
1,36.20000,-27.60000,100,1719613.56797
1,36.40000,-26.80000,100,1719608.36567
1,27.40000,-26.00000,100,1719606.28497
1,35.60000,-32.80000,100,1719597.46717
1,36.60000,-28.80000,100,1719592.62272
1,32.20000,-32.80000,100,1719562.42748
1,34.40000,-32.60000,100,1719557.94707
1,34.80000,-35.40000,100,1719556.93107
1,32.80000,-32.40000,100,1719539.08429
1,32.60000,-35.40000,100,1719532.99915
1,28.60000,-31.40000,100,1719512.78520
1,34.60000,-33.80000,100,1719506.09461
1,34.60000,-36.40000,100,1719496.59154
1,33.80000,-33.00000,100,1719464.14669
1,31.80000,-35.20000,100,1719462.14556
1,28.00000,-29.00000,100,1719426.09503
1,36.40000,-28.00000,100,1719424.52882
1,30.60000,-32.20000,100,1719387.04354
1,26.20000,-30.20000,100,1719383.11389
1,33.80000,-33.40000,100,1719380.53952
1,33.60000,-35.80000,100,1719324.08170
1,31.80000,-33.00000,100,1719319.31287
1,36.40000,-29.20000,100,1719309.21715
1,34.40000,-36.40000,100,1719271.53664
1,28.20000,-28.60000,100,1719247.55361
1,31.80000,-33.40000,100,1719235.70570
1,34.60000,-35.00000,100,1719223.39493
1,35.60000,-35.20000,100,1719214.47704
1,36.40000,-31.60000,100,1719212.59025
1,25.40000,-27.00000,100,1719211.59346
1,34.00000,-36.40000,100,1719197.05800
1,36.60000,-32.00000,100,1719196.12530
1,25.80000,-26.60000,100,1719187.13979
1,25.80000,-26.40000,100,1719163.48502
1,36.20000,-32.00000,100,1719146.32829
1,36.40000,-25.40000,100,1719126.08919
1,36.20000,-28.80000,100,1719115.16798
1,33.40000,-32.40000,100,1719107.98721
1,32.40000,-35.20000,100,1719071.82094
1,30.20000,-32.20000,100,1719064.81352
1,35.80000,-33.00000,100,1719027.22797
1,32.00000,-35.20000,100,1719025.06429
1,25.60000,-27.20000,100,1719009.78943
1,36.80000,-28.60000,100,1719005.85172
1,36.80000,-32.20000,100,1719005.84695
1,34.40000,-33.80000,100,1719005.33900
1,36.80000,-25.40000,100,1718998.14389
1,34.60000,-33.20000,100,1718995.85232
1,27.80000,-26.60000,100,1718970.89027
1,26.80000,-25.20000,100,1718962.14251
1,35.80000,-33.40000,100,1718943.62080
1,34.00000,-33.80000,100,1718930.86036
1,31.60000,-34.00000,100,1718922.08153
1,36.00000,-33.00000,100,1718916.57520
1,26.80000,-25.60000,100,1718899.84168
1,28.20000,-28.20000,100,1718891.87982
1,27.60000,-30.00000,100,1718885.70828
1,32.00000,-33.00000,100,1718882.23160
1,28.00000,-26.80000,100,1718872.75445
1,34.80000,-32.80000,100,1718857.40951
1,25.40000,-30.00000,100,1718847.91414
1,34.60000,-34.60000,100,1718840.11833
1,36.20000,-32.20000,100,1718836.46084
1,36.00000,-33.40000,100,1718832.96803
1,36.80000,-28.20000,100,1718831.70720
1,31.80000,-33.80000,100,1718814.62220
1,34.40000,-35.00000,100,1718812.31342
1,34.20000,-35.20000,100,1718811.48800
1,32.00000,-33.40000,100,1718798.62443
1,34.00000,-35.00000,100,1718737.83478
1,35.40000,-28.60000,100,1718725.14849
1,27.60000,-26.00000,100,1718713.83076
1,26.40000,-26.60000,100,1718670.90102
1,31.40000,-34.00000,100,1718655.32893
1,30.40000,-32.20000,100,1718623.08937
1,32.60000,-33.00000,100,1718598.01778
1,26.60000,-26.20000,100,1718584.16381
1,28.40000,-28.60000,100,1718556.47721
1,35.40000,-28.20000,100,1718551.00397
1,34.00000,-32.60000,100,1718549.70180
1,27.40000,-26.20000,100,1718544.70456
1,32.60000,-33.40000,100,1718514.41061
1,28.60000,-28.40000,100,1718503.29054
1,34.40000,-33.20000,100,1718495.09671
1,31.60000,-35.80000,100,1718480.34687
1,32.20000,-35.20000,100,1718465.66885
1,35.40000,-25.80000,100,1718444.38676
1,33.60000,-35.60000,100,1718429.18834
1,32.40000,-33.80000,100,1718424.29758
1,34.00000,-33.20000,100,1718420.61807
1,33.80000,-36.40000,100,1718417.38634
1,36.80000,-27.80000,100,1718392.79504
1,26.20000,-26.60000,100,1718381.54368
1,36.40000,-31.80000,100,1718380.48660
1,32.00000,-33.80000,100,1718377.54092
1,26.20000,-26.40000,100,1718357.88891
1,25.60000,-27.40000,100,1718357.88789
1,27.40000,-25.40000,100,1718355.29597
1,34.40000,-34.60000,100,1718339.36272
1,32.20000,-33.00000,100,1718322.83616
1,33.40000,-35.80000,100,1718308.55023
1,26.80000,-25.80000,100,1718306.92809
1,35.60000,-33.00000,100,1718304.60104
1,25.20000,-27.20000,100,1718301.39318
1,28.00000,-27.00000,100,1718298.62706
1,27.20000,-30.40000,100,1718295.84974
1,34.20000,-33.00000,100,1718281.02881
1,34.00000,-34.60000,100,1718264.88407
1,28.00000,-28.00000,100,1718261.66341
1,32.20000,-33.40000,100,1718239.22899
1,35.80000,-34.60000,100,1718231.75051
1,36.40000,-26.00000,100,1718226.71431
1,35.60000,-33.40000,100,1718220.99387
1,31.40000,-35.80000,100,1718213.59427
1,28.40000,-28.20000,100,1718200.80342
1,34.20000,-33.40000,100,1718197.42164
1,35.80000,-35.00000,100,1718191.13840
1,27.00000,-30.40000,100,1718162.32777
1,33.80000,-33.80000,100,1718151.18870
1,35.80000,-36.40000,100,1718149.34607
1,34.60000,-36.20000,100,1718133.27156
1,36.00000,-34.60000,100,1718121.09774
1,35.40000,-27.80000,100,1718112.09181
1,36.80000,-26.00000,100,1718094.30928
1,25.60000,-25.40000,100,1718089.16906
1,26.00000,-26.60000,100,1718086.86264
1,36.00000,-35.00000,100,1718080.48563
1,26.60000,-25.40000,100,1718074.88789
1,27.80000,-26.00000,100,1718063.73343
1,26.00000,-26.40000,100,1718063.20787
1,35.80000,-33.80000,100,1718048.48284
1,36.00000,-36.40000,100,1718038.69330
1,36.60000,-28.60000,100,1718007.38622
1,36.60000,-32.20000,100,1718007.38145
1,36.20000,-25.80000,100,1717998.75483
1,36.40000,-25.20000,100,1717973.05095
1,33.80000,-35.00000,100,1717958.16313
1,34.80000,-35.20000,100,1717956.51507
1,28.20000,-27.80000,100,1717954.71801
1,26.40000,-26.00000,100,1717952.56701
1,36.60000,-25.80000,100,1717951.91688
1,32.40000,-32.60000,100,1717941.05081
1,36.00000,-33.80000,100,1717937.83007
1,27.20000,-26.60000,100,1717935.45810
1,32.60000,-35.20000,100,1717932.58315
1,32.40000,-33.20000,100,1717914.05528
1,34.40000,-36.20000,100,1717908.21666
1,35.80000,-32.60000,100,1717874.89308
1,36.80000,-25.20000,100,1717845.10565
1,29.20000,-32.00000,100,1717841.17808
1,34.00000,-36.20000,100,1717833.73802
1,36.60000,-28.20000,100,1717833.24171
1,25.00000,-30.20000,100,1717831.73574
1,35.40000,-35.80000,100,1717831.39571
1,32.20000,-33.80000,100,1717818.14548
1,29.00000,-32.00000,100,1717817.85654
1,27.00000,-26.60000,100,1717801.93612
1,26.40000,-30.40000,100,1717771.70702
1,33.80000,-32.60000,100,1717770.03014
1,36.00000,-32.60000,100,1717764.24031
1,25.40000,-28.20000,100,1717676.96944
1,28.00000,-31.20000,100,1717670.63385
1,25.00000,-26.00000,100,1717657.13593
1,27.60000,-26.20000,100,1717652.25034
1,25.20000,-27.40000,100,1717649.49164
1,32.80000,-35.80000,100,1717645.84170
1,33.80000,-33.20000,100,1717640.94641
1,36.40000,-29.00000,100,1717606.63567
1,33.60000,-34.00000,100,1717598.66666
1,31.60000,-35.60000,100,1717585.45350
1,30.00000,-32.20000,100,1717581.80511
1,25.20000,-25.40000,100,1717581.35398
1,25.60000,-25.80000,100,1717556.62856
1,33.60000,-35.40000,100,1717556.50484
1,28.40000,-27.60000,100,1717530.33951
1,36.20000,-28.60000,100,1717529.93148
1,36.40000,-25.60000,100,1717527.90666
1,31.80000,-32.60000,100,1717523.10812
1,34.20000,-32.60000,100,1717520.67889
1,31.80000,-35.00000,100,1717518.48996
1,34.80000,-33.00000,100,1717515.72999
1,35.60000,-34.60000,100,1717509.12357
1,31.80000,-33.20000,100,1717496.11259
1,33.80000,-34.60000,100,1717485.21242
1,27.40000,-29.80000,100,1717482.39857
1,27.60000,-25.40000,100,1717462.84176
1,34.80000,-33.40000,100,1717432.12282
1,33.40000,-35.60000,100,1717413.65687
1,36.80000,-25.60000,100,1717399.96137
1,36.60000,-27.80000,100,1717394.32955
1,33.20000,-32.40000,100,1717369.29140
1,36.20000,-28.20000,100,1717355.78696
1,35.60000,-33.80000,100,1717325.85591
1,27.80000,-30.00000,100,1717320.97442
1,31.00000,-32.40000,100,1717320.24412
1,31.40000,-35.60000,100,1717318.70090
1,35.00000,-32.40000,100,1717313.42706
1,32.60000,-33.80000,100,1717285.05979
1,28.40000,-27.80000,100,1717263.64161
1,28.20000,-31.40000,100,1717241.77867
1,34.20000,-36.40000,100,1717234.26846
1,30.80000,-32.40000,100,1717223.89897
1,35.80000,-33.20000,100,1717204.02769
1,26.80000,-30.00000,100,1717197.27815
1,33.00000,-32.40000,100,1717192.13779
1,31.60000,-32.80000,100,1717180.36853
1,35.60000,-35.00000,100,1717178.03428
1,35.60000,-32.60000,100,1717152.26614
1,26.00000,-30.40000,100,1717140.88653
1,35.60000,-36.40000,100,1717136.24196
1,32.40000,-35.00000,100,1717128.16534
1,36.40000,-27.00000,100,1717125.99438
1,32.80000,-34.00000,100,1717116.32047
1,27.20000,-30.00000,100,1717102.93512
1,27.40000,-25.20000,100,1717098.68839
1,36.00000,-33.20000,100,1717093.37492
1,32.00000,-32.60000,100,1717086.02684
1,32.00000,-35.00000,100,1717081.40869
1,36.40000,-26.20000,100,1717067.70602
1,32.00000,-33.20000,100,1717059.03131
1,33.80000,-36.20000,100,1717054.06636
1,25.20000,-25.80000,100,1717048.81349
1,31.80000,-34.60000,100,1717045.53925
1,27.40000,-25.60000,100,1717036.38756
1,27.20000,-26.00000,100,1717028.30125
1,28.00000,-31.00000,100,1717015.62394
1,27.80000,-26.20000,100,1717002.15301
1,27.00000,-30.00000,100,1716969.41314
1,34.20000,-33.80000,100,1716968.07082
1,25.60000,-28.00000,100,1716964.64362
